Unnamed: 0_level_0_Rk,Unnamed: 1_level_0_Player,Unnamed: 2_level_0_Nation,Unnamed: 3_level_0_Pos,Unnamed: 4_level_0_Squad,Unnamed: 5_level_0_Age,Unnamed: 6_level_0_Born,Unnamed: 7_level_0_90s,Total_Cmp,Total_Att,Total_Cmp%,Total_TotDist,Total_PrgDist,Short_Cmp,Short_Att,Short_Cmp%,Medium_Cmp,Medium_Att,Medium_Cmp%,Long_Cmp,Long_Att,Long_Cmp%,Unnamed: 22_level_0_Ast,Unnamed: 23_level_0_xAG,Expected_xA,Expected_A-xAG,Unnamed: 26_level_0_KP,Unnamed: 27_level_0_1/3,Unnamed: 28_level_0_PPA,Unnamed: 29_level_0_CrsPA,Unnamed: 30_level_0_PrgP,Unnamed: 31_level_0_Matches
11,Emmanuel Agbadou,ci CIV,DF,Reims,27,1997,14.0,810,922,87.9,16521,6962,293,316,92.7,400,417,95.9,110,174,63.2,0,0.3,0.3,-0.3,8,71,4,1,77,Matches
12,Jeremy Agbonifo,se SWE,"FW,MF",Lens,18,2005,3.3,58,80,72.5,743,182,37,43,86.0,18,24,75.0,1,4,25.0,0,0.2,0.4,-0.2,3,4,4,2,6,Matches
13,Ruben Aguilar,fr FRA,"DF,MF",Lens,31,1993,12.5,677,843,80.3,9523,4115,430,487,88.3,184,238,77.3,34,54,63.0,2,1.9,1.4,+0.1,11,44,21,6,74,Matches
14,Naouirou Ahamada,fr FRA,"MF,FW",Rennes,22,2002,0.6,17,22,77.3,266,33,8,11,72.7,9,9,100.0,0,2,0.0,0,0.0,0.0,0.0,0,2,0,0,1,Matches
15,Jean-Eudes Aholou,ci CIV,MF,Angers,30,1994,21.8,644,764,84.3,10183,2687,320,361,88.6,287,322,89.1,21,47,44.7,0,1.0,0.7,-1.0,10,46,7,0,68,Matches
16,Ayman Aiki,fr FRA,"FW,MF",Saint-Étienne,19,2005,1.4,17,29,58.6,234,93,12,17,70.6,4,7,57.1,1,3,33.3,0,0.0,0.0,0.0,1,2,1,0,5,Matches
17,Ludovic Ajorque,fr FRA,FW,Brest,30,1994,27.7,462,671,68.9,6965,969,254,354,71.8,147,198,74.2,35,48,72.9,2,3.1,1.8,-1.1,35,29,11,1,41,Matches
18,Ümit Akdag,ro ROU,DF,Toulouse,20,2003,5.6,274,348,78.7,4648,1667,122,144,84.7,137,152,90.1,13,39,33.3,0,0.1,0.1,-0.1,2,18,1,0,29,Matches
19,Sergio Akieme,es ESP,DF,Reims,26,1997,28.0,929,1147,81.0,13641,4062,527,575,91.7,338,403,83.9,35,108,32.4,3,2.5,2.5,+0.5,21,42,20,12,86,Matches
20,Maghnes Akliouche,fr FRA,"FW,MF",Monaco,22,2002,26.7,989,1216,81.3,13887,4098,604,670,90.1,291,356,81.7,54,87,62.1,10,7.3,7.8,+2.7,49,90,64,3,173,Matches
21,Adams Akor,ng NGA,FW,Montpellier,24,2000,11.9,112,179,62.6,1540,198,72,101,71.3,32,49,65.3,3,10,30.0,1,1.0,0.1,0.0,12,8,0,0,6,Matches
22,Paul Akouokou,ci CIV,MF,Lyon,26,1997,0.2,10,15,66.7,218,58,4,5,80.0,3,5,60.0,3,4,75.0,0,0.0,0.0,0.0,0,0,0,0,1,Matches
23,Clément Akpa,ci CIV,DF,Auxerre,22,2001,27.6,998,1209,82.5,19673,7381,366,407,89.9,495,549,90.2,123,215,57.2,1,0.9,0.9,+0.1,8,74,10,5,74,Matches
24,Chuba Akpom,eng ENG,FW,Lille,28,1995,7.1,67,99,67.7,822,138,44,54,81.5,12,21,57.1,3,4,75.0,1,0.5,0.4,+0.5,5,1,4,0,7,Matches
25,Mohamed Ali Cho,fr FRA,"FW,MF",Nice,20,2004,18.0,338,481,70.3,4959,1248,205,247,83.0,105,147,71.4,19,42,45.2,4,4.0,3.5,0.0,30,23,36,5,59,Matches
26,Jim Allevinah,ga GAB,FW,Angers,29,1995,19.4,363,483,75.2,5265,1271,219,256,85.5,111,157,70.7,19,31,61.3,3,2.5,1.7,+0.5,15,28,13,3,48,Matches
27,Thiago Almada,ar ARG,"MF,FW",Lyon,23,2001,10.6,635,748,84.9,10034,2735,349,378,92.3,232,255,91.0,39,82,47.6,4,2.6,2.4,+1.4,22,58,20,2,97,Matches
28,Jordan Amavi,fr FRA,DF,Brest,30,1994,8.8,386,526,73.4,6269,2275,182,214,85.0,175,237,73.8,21,50,42.0,0,0.2,0.4,-0.2,6,28,6,1,36,Matches
29,Kelvin Amian,fr FRA,DF,Nantes,26,1998,24.1,738,921,80.1,11821,5145,385,421,91.4,278,343,81.0,52,105,49.5,0,0.8,1.8,-0.8,13,60,24,12,73,Matches
30,Michael Amir Murillo,pa PAN,DF,Marseille,28,1996,27.1,1665,1902,87.5,26059,8235,812,867,93.7,770,865,89.0,51,93,54.8,3,3.3,2.9,-0.3,24,142,19,4,140,Matches
31,Samuel Amo-Ameyaw,eng ENG,"DF,MF",Strasbourg,18,2006,3.6,106,123,86.2,1579,280,55,60,91.7,42,47,89.4,3,7,42.9,0,0.6,0.9,-0.6,5,4,5,0,12,Matches
